math_reading_score,treatment,BYHMWRK,BYS34B,BYWRTNGA,BYTSTREL,BYMATHSE,BYS35B,BYTEAQUA,BYENGLSE,BYS34A,BYS31G,BYS36B,BYINCOME,BYS31C,BYFATHED,BYS35A,F1SCH_ID,BYA37D,BYA37A,BYA37B,BYA37C
44.48,0,21.0,3.0,-4.0,-0.033,0.5710000000000001,1.0,0.069,0.331,21.0,4.0,0.0,11,4.0,5.0,2.0,1322.0,2.0,3.0,2.0,2.0
44.18,0,6.0,4.0,-4.0,-0.252,-0.63,10.0,-0.348,-0.9329999999999999,2.0,4.0,0.0,8,5.0,1.0,7.0,1322.0,2.0,3.0,2.0,2.0
45.74,0,4.0,1.0,-4.0,1.104,0.518,5.0,0.44799999999999995,-0.45299999999999996,3.0,4.0,4.0,11,3.0,6.0,5.0,1322.0,2.0,3.0,2.0,2.0
39.93,0,6.0,4.0,-4.0,-9.0,-0.209,3.0,-9.0,-0.9329999999999999,2.0,4.0,2.0,9,5.0,2.0,2.0,1322.0,2.0,3.0,2.0,2.0
41.53,0,16.0,6.0,-4.0,-0.569,1.7719999999999998,1.0,-1.097,1.5959999999999999,10.0,5.0,2.0,7,4.0,2.0,1.0,1322.0,2.0,3.0,2.0,2.0
63.62,0,15.0,9.0,1.9509999999999998,0.282,-0.657,0.0,0.579,-1.675,6.0,1.0,3.0,10,1.0,2.0,2.0,1331.0,1.0,3.0,1.0,1.0
69.26,0,6.0,3.0,1.9509999999999998,-1.2590000000000001,1.3219999999999998,1.0,-0.703,1.034,3.0,1.0,0.0,7,2.0,3.0,2.0,1331.0,1.0,3.0,1.0,1.0
30.46,0,3.0,1.0,-1.2819999999999998,1.024,-0.42200000000000004,1.0,0.51,-0.191,2.0,4.0,1.0,5,4.0,4.0,1.0,1331.0,1.0,3.0,1.0,1.0
42.28,0,4.0,2.0,-1.16,0.521,-1.1059999999999999,0.0,0.579,-0.56,2.0,3.0,1.0,9,2.0,1.0,2.0,1331.0,1.0,3.0,1.0,1.0
40.83,0,1.0,1.0,-4.0,-1.5290000000000001,-1.831,2.0,-1.445,0.877,0.0,3.0,0.0,10,4.0,2.0,0.0,1332.0,2.0,3.0,2.0,3.0
37.43,0,5.0,3.0,-0.13699999999999998,-0.125,-0.08800000000000001,1.0,-0.518,0.419,2.0,3.0,15.0,9,3.0,5.0,1.0,1332.0,2.0,3.0,2.0,3.0
48.93,0,15.0,5.0,-4.0,-9.0,-9.0,3.0,-9.0,-9.0,10.0,1.0,3.0,10,1.0,7.0,7.0,1332.0,2.0,3.0,2.0,3.0
51.9,0,2.0,2.0,0.052000000000000005,0.282,0.5710000000000001,1.0,0.324,-0.9329999999999999,0.0,3.0,0.0,10,4.0,1.0,0.0,1332.0,2.0,3.0,2.0,3.0
38.23,0,36.0,20.0,-4.0,0.313,-0.63,2.0,0.8109999999999999,0.151,21.0,4.0,4.0,5,4.0,2.0,2.0,1341.0,2.0,3.0,3.0,2.0
50.72,0,7.0,3.0,0.247,0.521,1.7719999999999998,1.0,0.324,-0.68,4.0,1.0,1.0,3,1.0,6.0,2.0,1341.0,2.0,3.0,3.0,2.0
55.42,0,3.0,2.0,-4.0,-9.0,-9.0,1.0,-9.0,-0.9329999999999999,1.0,1.0,1.0,8,1.0,2.0,1.0,1341.0,2.0,3.0,3.0,2.0
39.79,0,18.0,7.0,-1.847,-0.995,-1.382,3.0,-0.773,-2.009,11.0,3.0,2.0,10,2.0,5.0,7.0,1342.0,3.0,3.0,3.0,1.0
67.1,0,17.0,12.0,1.567,-9.0,0.542,1.0,-9.0,-1.383,5.0,2.0,6.0,9,1.0,2.0,3.0,1342.0,3.0,3.0,3.0,1.0
51.08,0,2.0,1.0,0.052000000000000005,-1.767,-0.8690000000000001,1.0,-1.445,-2.197,1.0,3.0,1.0,10,3.0,2.0,1.0,1342.0,3.0,3.0,3.0,1.0
52.23,0,35.0,15.0,-4.0,-0.38,0.597,5.0,-0.163,-9.0,20.0,1.0,6.0,11,1.0,8.0,3.0,1342.0,3.0,3.0,3.0,1.0
74.6,0,3.0,0.0,1.9509999999999998,-1.162,1.7719999999999998,0.0,-1.63,1.5959999999999999,3.0,4.0,0.0,8,5.0,6.0,1.0,1342.0,3.0,3.0,3.0,1.0
44.6,0,6.0,2.0,-4.0,1.985,-0.209,2.0,1.8619999999999999,1.5959999999999999,4.0,3.0,1.0,10,4.0,3.0,3.0,1351.0,1.0,3.0,2.0,2.0
31.02,0,7.0,0.0,-1.28,0.282,-1.078,0.0,0.069,-0.9329999999999999,7.0,2.0,0.0,5,2.0,1.0,20.0,1352.0,2.0,3.0,1.0,3.0
43.0,0,1.0,1.0,-0.13699999999999998,-0.064,-1.621,0.0,-0.163,-0.9329999999999999,0.0,1.0,1.0,9,2.0,1.0,1.0,1352.0,2.0,3.0,1.0,3.0
43.92,0,-9.0,2.0,0.052000000000000005,-0.41100000000000003,-0.355,1.0,-0.904,0.354,1.0,2.0,1.0,5,2.0,2.0,1.0,1352.0,2.0,3.0,1.0,3.0
62.47,0,20.0,15.0,1.7619999999999998,0.282,1.7719999999999998,1.0,0.324,1.3419999999999999,5.0,1.0,10.0,10,2.0,2.0,5.0,1361.0,2.0,3.0,2.0,2.0
46.16,0,12.0,7.0,0.355,-9.0,-9.0,2.0,-9.0,-9.0,5.0,2.0,5.0,10,4.0,2.0,5.0,1361.0,2.0,3.0,2.0,2.0
53.44,0,4.0,1.0,1.001,0.5,0.332,1.0,0.997,0.893,3.0,1.0,1.0,12,1.0,5.0,4.0,1362.0,2.0,3.0,1.0,2.0
49.95,0,14.0,12.0,-0.13699999999999998,-3.123,0.121,5.0,-2.24,-1.652,2.0,3.0,1.0,10,4.0,6.0,1.0,1362.0,2.0,3.0,2.0,3.0
45.86,0,10.0,5.0,0.618,-0.033,-1.3719999999999999,3.0,0.579,-0.475,5.0,3.0,7.0,10,3.0,3.0,5.0,1362.0,2.0,3.0,2.0,2.0
58.27,0,20.0,20.0,-4.0,0.816,1.7719999999999998,4.0,0.742,1.5959999999999999,0.0,1.0,6.0,11,2.0,7.0,0.0,1362.0,2.0,3.0,2.0,2.0
37.5,0,5.0,3.0,-1.55,-0.033,-0.63,1.0,0.324,-0.9329999999999999,2.0,1.0,0.0,10,1.0,8.0,1.0,1362.0,2.0,3.0,3.0,2.0
61.36,0,21.0,14.0,-4.0,-0.332,1.7719999999999998,6.0,-0.28600000000000003,1.115,7.0,1.0,6.0,9,1.0,5.0,1.0,1362.0,2.0,3.0,2.0,2.0
61.69,0,7.0,6.0,-4.0,-0.272,0.5710000000000001,3.0,0.324,-0.9329999999999999,1.0,4.0,1.0,9,4.0,2.0,1.0,1362.0,2.0,3.0,2.0,2.0
53.11,0,1.0,0.0,-0.21600000000000005,-0.033,0.5710000000000001,0.0,0.324,-1.383,1.0,2.0,0.0,10,4.0,2.0,1.0,1371.0,2.0,3.0,1.0,3.0
39.47,0,6.0,4.0,-0.435,-0.5670000000000001,-9.0,5.0,-0.603,-9.0,2.0,4.0,2.0,9,4.0,3.0,1.0,1371.0,2.0,3.0,1.0,3.0
49.07,0,3.0,1.0,0.71,-0.221,0.03,1.0,0.139,-0.9329999999999999,2.0,4.0,1.0,8,4.0,3.0,1.0,1371.0,2.0,3.0,1.0,3.0
42.04,0,3.0,2.0,1.001,0.282,-0.11599999999999999,0.0,0.324,-0.9329999999999999,1.0,4.0,0.0,10,2.0,2.0,1.0,1371.0,2.0,3.0,1.0,3.0
57.84,0,3.0,2.0,-1.3840000000000001,-0.332,-9.0,1.0,-0.541,-0.19899999999999998,1.0,2.0,2.0,10,4.0,2.0,0.0,1371.0,2.0,3.0,1.0,3.0
68.16,0,2.0,1.0,-4.0,0.521,-0.63,0.0,0.069,0.95,1.0,2.0,0.0,9,3.0,7.0,1.0,1381.0,2.0,3.0,3.0,3.0
48.53,0,14.0,9.0,1.001,-9.0,-0.879,4.0,-1.2819999999999998,-0.9329999999999999,5.0,2.0,2.0,2,3.0,5.0,3.0,1381.0,2.0,3.0,3.0,3.0
54.47,0,9.0,5.0,-4.0,0.262,-1.1059999999999999,5.0,0.742,1.5959999999999999,4.0,2.0,2.0,9,3.0,2.0,2.0,1381.0,2.0,3.0,3.0,3.0
29.59,0,-9.0,5.0,-4.0,1.1320000000000001,-0.63,0.0,1.252,-1.6440000000000001,5.0,2.0,2.0,3,3.0,5.0,5.0,1381.0,2.0,3.0,3.0,3.0
65.92,0,17.0,12.0,1.756,0.282,1.7719999999999998,4.0,0.324,1.5959999999999999,5.0,2.0,4.0,9,3.0,8.0,1.0,1382.0,2.0,3.0,2.0,2.0
56.36,0,7.0,4.0,0.32,0.282,-0.11599999999999999,2.0,0.069,0.14300000000000002,3.0,1.0,1.0,13,1.0,6.0,2.0,1382.0,2.0,3.0,2.0,2.0
59.56,0,2.0,0.0,-0.14300000000000002,-0.033,-0.867,0.0,0.324,-0.11800000000000001,2.0,1.0,1.0,10,4.0,2.0,1.0,1382.0,2.0,3.0,2.0,2.0
59.2,0,9.0,7.0,-0.325,0.598,-0.128,1.0,0.324,-0.941,2.0,3.0,2.0,6,4.0,3.0,1.0,1382.0,2.0,3.0,2.0,2.0
62.31,0,4.0,3.0,0.052000000000000005,0.205,0.581,1.0,0.324,-0.387,1.0,4.0,0.0,9,4.0,2.0,1.0,1382.0,2.0,3.0,2.0,2.0
63.64,0,20.0,5.0,0.812,0.521,-9.0,1.0,0.324,-0.11800000000000001,15.0,1.0,1.0,8,1.0,2.0,3.0,1391.0,2.0,3.0,2.0,1.0
53.42,0,6.0,3.0,1.001,-1.182,-0.8959999999999999,2.0,-0.958,1.5959999999999999,3.0,2.0,1.0,9,3.0,3.0,2.0,1391.0,2.0,3.0,2.0,1.0
61.26,0,3.0,1.0,1.9509999999999998,0.521,0.095,1.0,0.324,0.135,2.0,1.0,1.0,9,1.0,8.0,0.0,1391.0,2.0,3.0,2.0,1.0
40.95,0,3.0,2.0,-1.55,-2.005,-0.63,1.0,-1.7,-0.86,1.0,2.0,2.0,4,2.0,7.0,1.0,1391.0,2.0,3.0,2.0,1.0
52.95,0,7.0,2.0,0.812,0.5,-1.133,2.0,0.997,0.07,5.0,4.0,2.0,10,4.0,6.0,2.0,1391.0,2.0,3.0,2.0,1.0
47.81,0,4.0,2.0,-0.898,-0.648,-9.0,0.0,-0.28600000000000003,-9.0,2.0,3.0,0.0,10,4.0,2.0,1.0,1391.0,2.0,3.0,2.0,1.0
58.01,0,9.0,3.0,1.001,-1.5290000000000001,-0.62,0.0,-1.19,0.151,6.0,1.0,1.0,7,2.0,2.0,2.0,1391.0,2.0,3.0,2.0,1.0
67.57,0,6.0,1.0,1.9509999999999998,-0.995,-0.62,0.0,-0.773,-0.33799999999999997,5.0,1.0,0.0,10,1.0,8.0,2.0,1391.0,2.0,3.0,2.0,1.0
49.96,0,2.0,1.0,-1.195,-0.5670000000000001,-1.621,1.0,-0.603,-2.197,1.0,1.0,1.0,6,1.0,2.0,1.0,1392.0,2.0,3.0,2.0,3.0
63.91,0,6.0,1.0,0.24100000000000002,1.4509999999999998,0.8190000000000001,0.0,0.934,0.473,5.0,2.0,1.0,9,2.0,2.0,4.0,1392.0,2.0,3.0,2.0,3.0
54.62,0,14.0,10.0,1.001,-0.033,-0.39299999999999996,1.0,0.324,-0.68,4.0,1.0,1.0,5,1.0,2.0,1.0,1392.0,2.0,3.0,2.0,3.0
49.47,0,11.0,3.0,-0.14300000000000002,0.282,-9.0,1.0,0.324,-9.0,8.0,1.0,1.0,11,2.0,6.0,3.0,1392.0,2.0,3.0,2.0,3.0
54.77,0,25.0,10.0,0.7040000000000001,-0.5670000000000001,-1.831,10.0,-0.09300000000000001,-0.9329999999999999,15.0,2.0,10.0,10,3.0,5.0,15.0,1392.0,2.0,3.0,2.0,3.0
68.55,0,18.0,15.0,0.544,0.521,1.7719999999999998,4.0,0.579,0.562,3.0,1.0,2.0,12,4.0,4.0,3.0,1401.0,2.0,3.0,2.0,2.0
41.43,0,2.0,1.0,-1.093,-0.5670000000000001,-0.63,0.0,-0.348,-0.9329999999999999,1.0,1.0,0.0,11,1.0,3.0,1.0,1401.0,2.0,3.0,2.0,2.0
67.36,0,4.0,3.0,0.612,0.282,1.7719999999999998,0.0,0.324,-0.9329999999999999,1.0,2.0,1.0,13,2.0,5.0,1.0,1401.0,2.0,3.0,2.0,2.0
51.62,0,1.0,1.0,0.314,0.174,-0.11599999999999999,2.0,-0.163,-0.664,0.0,2.0,1.0,12,3.0,5.0,1.0,1401.0,2.0,3.0,2.0,2.0
56.23,0,29.0,10.0,0.052000000000000005,0.282,-0.63,3.0,0.069,1.5959999999999999,21.0,2.0,6.0,10,2.0,4.0,4.0,1401.0,2.0,3.0,2.0,2.0
53.12,0,12.0,10.0,-0.703,0.174,-1.3719999999999999,1.0,-0.163,-1.1059999999999999,2.0,2.0,4.0,10,2.0,4.0,3.0,1401.0,2.0,3.0,2.0,2.0
61.75,0,2.0,1.0,0.777,-0.033,1.073,1.0,0.069,0.331,1.0,1.0,0.0,12,2.0,7.0,0.0,1401.0,2.0,3.0,2.0,2.0
58.3,0,6.0,3.0,1.196,0.282,-0.154,1.0,0.324,-0.664,3.0,4.0,1.0,10,4.0,5.0,2.0,1402.0,3.0,3.0,3.0,3.0
58.86,0,9.0,8.0,0.052000000000000005,-0.648,1.085,1.0,-0.28600000000000003,-1.528,1.0,1.0,3.0,12,2.0,7.0,1.0,1402.0,3.0,3.0,3.0,2.0
64.72,0,26.0,25.0,1.6540000000000001,0.282,0.095,9.0,0.324,1.5959999999999999,1.0,1.0,4.0,10,2.0,3.0,1.0,1402.0,3.0,3.0,3.0,3.0
55.17,0,20.0,5.0,-0.14300000000000002,0.9740000000000001,0.581,0.0,1.189,1.146,15.0,2.0,5.0,10,2.0,2.0,5.0,1402.0,3.0,3.0,3.0,3.0
71.76,0,7.0,5.0,1.6540000000000001,1.213,-0.63,2.0,0.934,-0.664,2.0,1.0,4.0,12,1.0,7.0,1.0,1402.0,3.0,3.0,3.0,3.0
64.29,0,14.0,4.0,1.001,1.055,1.2670000000000001,2.0,1.252,1.219,10.0,4.0,9.0,11,3.0,2.0,4.0,1402.0,3.0,3.0,3.0,3.0
63.66,0,16.0,15.0,1.464,-0.648,-0.154,5.0,-0.28600000000000003,0.331,1.0,1.0,2.0,13,1.0,8.0,1.0,1402.0,3.0,3.0,3.0,2.0
51.43,0,7.0,5.0,0.544,-0.541,-0.851,1.0,-0.41700000000000004,-0.925,2.0,1.0,2.0,12,1.0,7.0,1.0,1402.0,3.0,3.0,3.0,3.0
46.96,0,5.0,2.0,1.001,-0.033,-1.5819999999999999,1.0,0.324,1.081,3.0,1.0,0.0,8,2.0,5.0,2.0,1402.0,3.0,3.0,3.0,3.0
68.37,0,14.0,14.0,1.9509999999999998,0.282,0.133,3.0,0.324,0.8540000000000001,0.0,2.0,2.0,12,2.0,7.0,0.0,1411.0,3.0,3.0,1.0,1.0
46.06,0,13.0,4.0,0.349,-1.42,0.36,2.0,-0.958,0.331,9.0,1.0,1.0,10,1.0,6.0,2.0,1411.0,3.0,3.0,1.0,1.0
64.14,0,29.0,26.0,-0.33799999999999997,-9.0,1.7719999999999998,6.0,-9.0,0.331,5.0,3.0,6.0,11,3.0,3.0,1.0,1411.0,3.0,3.0,1.0,1.0
62.58,0,26.0,21.0,-4.0,2.094,-0.18100000000000002,7.0,2.094,1.4069999999999998,5.0,2.0,14.0,13,2.0,5.0,0.0,1412.0,2.0,3.0,3.0,1.0
60.12,0,3.0,2.0,-0.898,1.055,1.085,0.0,1.252,-0.9329999999999999,1.0,1.0,1.0,10,2.0,4.0,1.0,1412.0,2.0,3.0,3.0,1.0
66.2,0,13.0,9.0,1.001,0.282,-0.857,4.0,0.324,1.146,4.0,1.0,2.0,11,2.0,6.0,1.0,1412.0,2.0,3.0,3.0,1.0
65.22,0,2.0,1.0,-4.0,1.7469999999999999,1.296,1.0,1.607,0.893,1.0,5.0,0.0,11,5.0,6.0,0.0,1412.0,2.0,3.0,3.0,1.0
66.7,0,4.0,2.0,-4.0,1.213,0.7909999999999999,0.0,0.934,-0.149,2.0,2.0,2.0,13,4.0,8.0,1.0,1412.0,2.0,3.0,3.0,1.0
61.36,0,8.0,6.0,0.052000000000000005,-1.875,-0.392,3.0,-2.187,-1.037,2.0,2.0,0.0,9,4.0,5.0,1.0,1421.0,2.0,3.0,3.0,2.0
50.1,0,6.0,3.0,-4.0,-1.767,-0.63,1.0,-1.445,-0.349,3.0,1.0,2.0,6,1.0,2.0,2.0,1421.0,2.0,3.0,3.0,2.0
54.31,0,8.0,3.0,-4.0,-0.648,-1.831,1.0,-0.541,1.5959999999999999,5.0,1.0,2.0,9,2.0,3.0,1.0,1421.0,2.0,3.0,2.0,1.0
56.55,0,1.0,0.0,-0.703,-0.9440000000000001,0.332,0.0,-1.213,-1.944,1.0,3.0,0.0,11,3.0,4.0,1.0,1421.0,2.0,3.0,2.0,2.0
58.08,0,9.0,7.0,-4.0,-2.114,0.133,3.0,-2.187,0.877,2.0,3.0,2.0,10,3.0,4.0,1.0,1421.0,2.0,3.0,2.0,2.0
45.51,0,14.0,10.0,-4.0,-0.033,0.609,7.0,0.324,1.138,4.0,3.0,4.0,12,2.0,7.0,2.0,1421.0,2.0,3.0,2.0,2.0
63.82,0,5.0,4.0,-4.0,-0.033,-0.63,3.0,0.324,-0.111,1.0,1.0,2.0,9,1.0,6.0,1.0,1421.0,2.0,3.0,1.0,1.0
44.88,0,1.0,1.0,-0.898,-0.787,0.5710000000000001,1.0,-1.514,0.331,0.0,3.0,0.0,9,2.0,2.0,1.0,1422.0,2.0,3.0,2.0,2.0
40.69,0,29.0,10.0,-0.703,0.7390000000000001,-0.63,2.0,0.997,0.34700000000000003,21.0,2.0,5.0,10,2.0,6.0,4.0,1422.0,2.0,3.0,2.0,2.0
54.71,0,3.0,2.0,0.052000000000000005,0.552,1.7719999999999998,1.0,1.0659999999999998,-0.9329999999999999,1.0,1.0,1.0,10,2.0,5.0,0.0,1422.0,2.0,3.0,2.0,2.0
45.51,0,6.0,5.0,0.32,-0.064,0.095,2.0,-0.163,-0.214,1.0,2.0,6.0,9,3.0,6.0,1.0,1422.0,2.0,3.0,2.0,2.0
67.96,0,12.0,7.0,1.2990000000000002,-0.5670000000000001,-1.1059999999999999,0.0,-0.348,0.7809999999999999,5.0,1.0,6.0,10,2.0,7.0,3.0,1422.0,2.0,3.0,2.0,2.0
61.09,0,9.0,6.0,0.812,0.629,-0.647,3.0,0.8109999999999999,-0.11800000000000001,3.0,1.0,1.0,10,2.0,6.0,1.0,1431.0,2.0,3.0,3.0,2.0
58.14,0,11.0,1.0,-0.703,0.282,1.7719999999999998,0.0,0.324,-0.9329999999999999,10.0,3.0,0.0,10,4.0,6.0,4.0,1431.0,2.0,3.0,3.0,2.0
49.35,0,5.0,4.0,-0.703,1.669,0.5710000000000001,2.0,1.8619999999999999,0.331,1.0,1.0,1.0,12,1.0,6.0,1.0,1431.0,2.0,3.0,3.0,2.0
60.43,0,16.0,15.0,1.001,1.431,-0.63,5.0,1.607,0.047,1.0,1.0,1.0,12,2.0,8.0,2.0,1431.0,2.0,3.0,3.0,2.0
60.11,0,3.0,2.0,1.001,0.521,-0.14300000000000002,7.0,0.579,1.335,1.0,2.0,2.0,10,4.0,7.0,0.0,1431.0,2.0,3.0,3.0,2.0
63.73,0,12.0,7.0,1.464,1.985,1.5330000000000001,2.0,1.3519999999999999,1.146,5.0,3.0,3.0,11,4.0,6.0,6.0,1432.0,2.0,2.0,2.0,2.0
28.06,0,1.0,1.0,-4.0,-0.917,0.111,7.0,-0.773,-0.745,0.0,3.0,1.0,11,2.0,2.0,7.0,1432.0,2.0,2.0,2.0,2.0
55.97,0,3.0,1.0,-9.0,-0.252,0.322,0.0,-0.603,0.047,2.0,3.0,0.0,10,2.0,2.0,1.0,1432.0,2.0,2.0,2.0,2.0
59.1,0,2.0,1.0,-9.0,-0.648,1.7719999999999998,5.0,-0.541,0.789,1.0,2.0,0.0,10,1.0,2.0,5.0,1432.0,2.0,2.0,2.0,2.0
60.73,0,6.0,1.0,-9.0,0.8190000000000001,-1.133,1.0,0.934,-0.664,5.0,1.0,0.0,7,1.0,7.0,1.0,1432.0,2.0,2.0,2.0,2.0
49.57,0,22.0,12.0,0.24100000000000002,-2.066,-9.0,2.0,-2.31,0.36200000000000004,10.0,2.0,10.0,6,4.0,5.0,4.0,1432.0,2.0,2.0,2.0,2.0
62.46,0,15.0,5.0,-9.0,0.521,-0.63,2.0,-9.0,0.36200000000000004,10.0,1.0,0.0,12,1.0,4.0,4.0,1432.0,2.0,2.0,2.0,2.0
30.26,0,8.0,0.0,-1.361,-0.033,0.5710000000000001,0.0,0.324,0.331,8.0,2.0,0.0,9,1.0,2.0,8.0,1432.0,2.0,2.0,2.0,2.0
67.26,0,18.0,13.0,-4.0,0.282,1.7719999999999998,3.0,0.069,0.893,5.0,1.0,1.0,12,1.0,7.0,2.0,1432.0,2.0,2.0,2.0,2.0
64.47,0,4.0,3.0,-4.0,-0.033,-9.0,6.0,0.324,-0.387,1.0,2.0,3.0,10,4.0,6.0,2.0,1441.0,2.0,3.0,2.0,2.0
54.54,0,7.0,3.0,-4.0,0.205,-0.63,1.0,0.069,-1.479,4.0,1.0,1.0,9,1.0,2.0,4.0,1441.0,2.0,3.0,3.0,2.0
53.11,0,13.0,8.0,-4.0,0.282,-0.11599999999999999,6.0,0.324,0.331,5.0,1.0,4.0,10,1.0,5.0,2.0,1441.0,2.0,3.0,2.0,2.0
48.6,0,15.0,5.0,-4.0,-1.182,-0.63,2.0,-1.4680000000000002,-0.9329999999999999,10.0,2.0,3.0,8,1.0,2.0,5.0,1441.0,2.0,3.0,3.0,2.0
43.05,0,4.0,0.0,-0.898,0.521,-0.63,0.0,0.069,-0.9329999999999999,4.0,4.0,1.0,9,4.0,3.0,5.0,1442.0,2.0,3.0,2.0,2.0
42.32,0,10.0,5.0,-1.847,-0.272,-0.365,5.0,-0.185,-0.9329999999999999,5.0,2.0,2.0,9,3.0,1.0,5.0,1442.0,2.0,3.0,2.0,2.0
49.68,0,6.0,1.0,-9.0,-1.043,-0.841,1.0,-0.649,1.4069999999999998,5.0,4.0,1.0,9,2.0,4.0,5.0,1442.0,2.0,3.0,1.0,2.0
49.48,0,27.0,7.0,-9.0,0.205,0.055999999999999994,0.0,0.069,-0.9329999999999999,21.0,4.0,1.0,9,3.0,2.0,4.0,1442.0,2.0,3.0,2.0,3.0
69.02,0,8.0,1.0,0.7040000000000001,-0.5670000000000001,1.7719999999999998,0.0,-0.603,0.5920000000000001,7.0,1.0,0.0,9,2.0,6.0,4.0,1442.0,2.0,3.0,2.0,2.0
52.32,0,14.0,5.0,0.618,-0.648,-0.62,1.0,-0.541,0.331,9.0,1.0,3.0,11,1.0,8.0,2.0,1442.0,2.0,3.0,2.0,2.0
60.47,0,25.0,5.0,1.001,-0.9640000000000001,-0.867,3.0,-0.541,0.601,20.0,1.0,1.0,10,2.0,4.0,2.0,1442.0,2.0,3.0,2.0,2.0
46.01,0,6.0,3.0,-0.222,-0.8859999999999999,0.322,0.0,-0.541,-0.191,3.0,1.0,0.0,10,3.0,2.0,1.0,1442.0,2.0,2.0,2.0,3.0
55.99,0,8.0,5.0,-0.332,0.41100000000000003,-0.8690000000000001,3.0,-0.11599999999999999,0.331,3.0,1.0,1.0,7,1.0,2.0,0.0,1442.0,2.0,3.0,2.0,2.0
51.26,0,2.0,0.0,-0.898,-2.352,-1.831,0.0,-1.932,-2.197,2.0,2.0,0.0,6,2.0,1.0,1.0,1442.0,2.0,3.0,2.0,2.0
39.16,0,3.0,1.0,-9.0,-0.995,-0.18100000000000002,0.0,-0.773,-0.483,2.0,4.0,1.0,8,4.0,2.0,2.0,1442.0,2.0,3.0,2.0,2.0
43.29,0,6.0,2.0,-0.514,-0.5670000000000001,-0.63,1.0,-0.348,-0.9329999999999999,4.0,3.0,1.0,10,4.0,4.0,1.0,1442.0,2.0,3.0,2.0,3.0
35.75,0,2.0,0.0,-0.24,-1.182,-0.867,1.0,-0.958,-0.9329999999999999,2.0,2.0,0.0,8,3.0,2.0,5.0,1451.0,1.0,1.0,3.0,1.0
57.14,0,8.0,0.0,0.131,-0.38,1.7719999999999998,0.0,-0.672,0.72,8.0,1.0,0.0,8,3.0,2.0,4.0,1451.0,1.0,1.0,3.0,1.0
44.36,0,17.0,1.0,-1.847,-3.8169999999999997,-0.722,0.0,-3.7239999999999998,-2.197,16.0,4.0,1.0,10,2.0,4.0,7.0,1451.0,1.0,1.0,3.0,1.0
59.08,0,9.0,4.0,0.612,0.174,-1.621,1.0,-0.41700000000000004,-0.11800000000000001,5.0,2.0,2.0,10,2.0,7.0,4.0,1451.0,1.0,1.0,3.0,1.0
58.78,0,7.0,6.0,1.4880000000000002,0.282,-1.1059999999999999,3.0,0.579,1.146,1.0,2.0,1.0,13,3.0,8.0,1.0,1451.0,1.0,1.0,3.0,1.0
47.38,0,20.0,0.0,-0.703,0.816,-0.63,0.0,0.997,-1.122,21.0,2.0,0.0,1,3.0,2.0,5.0,1451.0,1.0,1.0,3.0,1.0
49.4,0,3.0,2.0,-1.847,-0.033,1.5330000000000001,1.0,0.324,-0.222,1.0,5.0,1.0,10,4.0,3.0,4.0,1451.0,1.0,1.0,3.0,1.0
53.47,0,3.0,1.0,-0.898,-0.033,-1.145,0.0,0.069,-0.745,2.0,1.0,0.0,9,3.0,2.0,3.0,1451.0,1.0,1.0,3.0,1.0
44.79,0,4.0,3.0,-0.435,-9.0,-0.128,3.0,-9.0,-0.664,1.0,1.0,5.0,9,3.0,1.0,4.0,1451.0,1.0,1.0,3.0,1.0
73.1,0,21.0,6.0,1.001,1.4509999999999998,1.7719999999999998,0.0,0.934,1.5959999999999999,15.0,1.0,2.0,13,2.0,8.0,3.0,1451.0,1.0,1.0,3.0,1.0
49.02,0,35.0,26.0,0.052000000000000005,0.282,-0.39299999999999996,10.0,0.324,-0.11800000000000001,20.0,1.0,10.0,9,1.0,2.0,4.0,1451.0,1.0,1.0,3.0,1.0
51.99,0,9.0,0.0,-0.892,-1.5290000000000001,0.809,0.0,-1.955,0.331,9.0,1.0,0.0,9,1.0,1.0,5.0,1451.0,1.0,1.0,3.0,1.0
45.5,0,4.0,0.0,-4.0,-1.767,-0.63,0.0,-1.7,-0.9329999999999999,4.0,3.0,0.0,7,4.0,6.0,1.0,1452.0,2.0,3.0,3.0,2.0
50.19,0,2.0,1.0,-0.435,-0.883,-1.5819999999999999,0.0,-0.09300000000000001,-0.6409999999999999,1.0,3.0,1.0,8,2.0,6.0,2.0,1452.0,2.0,3.0,3.0,2.0
55.59,0,9.0,2.0,-4.0,-3.47,-0.924,2.0,-3.237,1.5959999999999999,7.0,1.0,1.0,9,1.0,5.0,2.0,1461.0,2.0,3.0,2.0,2.0
53.09,0,26.0,21.0,-4.0,0.282,0.121,2.0,0.579,0.14300000000000002,5.0,1.0,2.0,6,1.0,3.0,3.0,1461.0,2.0,3.0,2.0,2.0
47.12,0,4.0,0.0,0.052000000000000005,-1.044,-1.831,1.0,-0.348,-9.0,4.0,3.0,2.0,9,4.0,1.0,1.0,1461.0,2.0,3.0,2.0,2.0
51.98,0,25.0,18.0,1.2990000000000002,0.044000000000000004,1.7719999999999998,10.0,0.324,1.5959999999999999,7.0,2.0,10.0,8,1.0,2.0,8.0,1461.0,2.0,3.0,2.0,2.0
50.69,0,2.0,1.0,-0.898,-9.0,-1.831,1.0,-9.0,-2.197,1.0,1.0,2.0,10,2.0,6.0,1.0,1461.0,2.0,3.0,2.0,2.0
